P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5),P(topic 6),P(topic 7),P(topic 8),P(topic 9),P(topic 10),P(topic 11),P(topic 12),P(topic 13),P(topic 14),P(topic 15),P(topic 16),P(topic 17),P(topic 18),P(topic 19),P(topic 20)
0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412147284064,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.012399412093858513,0.7644111701632627,0.012399412093858513,0.012399412093858513
0.007739743930447743,0.007739743930447743,0.007739743930447743,0.007739743930447743,0.007739743930447743,0.007739743930447742,0.007739743930447743,0.007739743930447742,0.007739743930447743,0.007739743930447743,0.007739743930447743,0.0077397485224273786,0.007739743948511765,0.007739743930447743,0.007739743930447743,0.007739743930447743,0.007739743930447743,0.8529448607114494,0.007739743930447743,0.007739743930447743
0.013609414637328711,0.013609414637328713,0.013609414637328713,0.013609414637328713,0.013609414637328713,0.01360941463732871,0.013609414637328713,0.013609414637328711,0.013609414637328713,0.013609414637328713,0.013609414637328713,0.013609414674776889,0.01360941463732871,0.013609414637328713,0.013609414637328713,0.013609414637328713,0.013609414637328713,0.7414211218533062,0.013609414637328713,0.013609414637328713
0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362746061676,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.012673362696659618,0.7592061087140652,0.012673362696659618,0.012673362696659618
0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252437740426,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.014244252419692842,0.7293592040077884,0.014244252419692842,0.014244252419692842
0.008973874505900991,0.008973874505900991,0.008973874505900991,0.008973874505900991,0.008973874505900991,0.00897387450590099,0.008973874505900991,0.00897387450590099,0.008973874505900991,0.008973874505900991,0.008973874505900991,0.00897387454584774,0.008973874537531153,0.008973874505900991,0.008973874505900991,0.008973874505900991,0.008973874505900991,0.8294963843163043,0.008973874505900991,0.008973874505900991
0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023585234493938,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.014023584719550328,0.7335518898136003,0.014023584719550328,0.014023584719550328
0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.6445273397681968,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021631095264,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.22851827188708937,0.007053021571389331,0.007053021571389331
0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.6445273397681968,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021631095264,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.22851827188708937,0.007053021571389331,0.007053021571389331
0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.6445273397681968,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021631095264,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.22851827188708937,0.007053021571389331,0.007053021571389331
0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.6445273397681968,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021631095264,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.22851827188708937,0.007053021571389331,0.007053021571389331
0.010804091027541306,0.010804091027541308,0.010804091027541308,0.010804091027541308,0.010804091027541308,0.010804091027541301,0.010804091027541306,0.010804091027541304,0.010804091027541308,0.010804091027541306,0.010804091027541308,0.010804091074172559,0.010804091027541301,0.010804091027541308,0.010804091027541308,0.010804091027541306,0.010804091027541308,0.794722270430084,0.010804091027541308,0.010804091027541308
0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.010592349745599463,0.6043061193137861,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.01059234969737083,0.20503158608531039,0.01059234969737083,0.01059234969737083
0.011695682712208395,0.011695682712208395,0.011695682712208395,0.011695682712208395,0.011695682712208395,0.011695682712208394,0.011695682712208395,0.011695682712208395,0.011695682712208395,0.011695682712208395,0.011695682712208395,0.011695682726095035,0.011695682712208394,0.011695682712208395,0.011695682712208395,0.011695682712208395,0.011695682712208395,0.7777820284541539,0.011695682712208395,0.011695682712208395
0.01228768861773288,0.01228768861773288,0.01228768861773288,0.01228768861773288,0.01228768861773288,0.012287688617732878,0.01228768861773288,0.01228768861773288,0.01228768861773288,0.01228768861773288,0.01228768861773288,0.012287689435896596,0.012287688617732878,0.01228768861773288,0.01228768861773288,0.01228768861773288,0.01228768861773288,0.7665339154449116,0.01228768861773288,0.01228768861773288
0.007752402205060356,0.007752402205060358,0.17354062213968713,0.007752402205060357,0.007752402205060357,0.0077524022050603535,0.007752402205060357,0.007752402205060356,0.007752402205060358,0.007752402205060357,0.007752402205060357,0.007752402880728637,0.0077524022050603535,0.007752402205060358,0.007752402205060357,0.007752402205060357,0.007752402205060358,0.6869161374935583,0.007752402205060358,0.007752402205060358
0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937660193682,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.009490937627259041,0.8196721850491435,0.009490937627259041,0.009490937627259041
0.009771986655879219,0.009771986655879219,0.009771986655879219,0.009771986655879219,0.009771986655879219,0.009771987349525274,0.009771986655879219,0.00977198677454071,0.009771986655879219,0.009771986655879219,0.009771986655879219,0.009771986675493538,0.009771986655879219,0.009771986655879219,0.009771986655879219,0.009771986655879219,0.009771986655879219,0.814332252706373,0.009771986655879219,0.009771986655879219
0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974478156761,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.013243974215911876,0.7483644896354297,0.013243974215911876,0.013243974215911876
0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793215129058,0.00871879320765811,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.008718793179201191,0.8343429295307927,0.008718793179201191,0.008718793179201191
0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038691297999,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.012754038624160765,0.7576732660738084,0.012754038624160765,0.012754038624160765
0.0131005735322735,0.0131005735322735,0.0131005735322735,0.0131005735322735,0.0131005735322735,0.013100573532273499,0.0131005735322735,0.013100573532273499,0.0131005735322735,0.0131005735322735,0.0131005735322735,0.7198872673667099,0.013100573532273499,0.0131005735322735,0.0131005735322735,0.0131005735322735,0.0131005735322735,0.04430240905236717,0.0131005735322735,0.0131005735322735
0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.016524633255211505,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.01652463314308021,0.6860319701693447,0.01652463314308021,0.01652463314308021
0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.14881868647901406,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.013760077572325658,0.6034999172191242,0.013760077572325658,0.013760077572325658
0.01199882819787958,0.011998828197879582,0.011998828197879582,0.011998828197879582,0.011998828197879582,0.01199882819787958,0.011998828197879582,0.01199882819787958,0.011998828197879582,0.011998828197879582,0.011998828863928177,0.011998828229419004,0.01199882819787958,0.011998828197879582,0.011998828197879582,0.011998828197879582,0.011998828197879582,0.7720222635427001,0.011998828197879582,0.011998828197879582
0.011543710005175102,0.011543710005175102,0.011543710005175102,0.011543710005175102,0.011543710005175102,0.0115437100051751,0.011543710005175102,0.011543710005175102,0.011543710005175102,0.011543710005175102,0.011543710005175102,0.011543710062252051,0.0115437100051751,0.011543710005175102,0.011543710005175102,0.011543710005175102,0.011543710005175102,0.7806695098445962,0.011543710005175102,0.011543710005175102
0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.3132229330410476,0.017792020625857677,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.01779202058433487,0.36652069639940205,0.01779202058433487,0.01779202058433487
0.008731509883990572,0.008731509883990574,0.008731509883990574,0.008731509883990574,0.008731509883990574,0.00873150988399057,0.008731509883990574,0.008731509883990572,0.008731509883990574,0.2007795954505283,0.008731509883990574,0.04281512675403009,0.008731509883990568,0.008731509883990574,0.008731509883990574,0.008731509883990574,0.008731509883990574,0.607969609767602,0.008731509883990574,0.008731509883990574
0.00854101172574627,0.008541011725746272,0.008541011725746272,0.008541011725746272,0.008541011725746272,0.008541011741367762,0.008541011725746272,0.008541011725746268,0.008541011725746272,0.008541011725746272,0.008541011725746272,0.008541011741023351,0.008541011725746266,0.008541011725746272,0.008541011725746272,0.008541011725746272,0.008541011725746272,0.7095331873423604,0.13672860156330824,0.008541011725746272
0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.6445273397681968,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021631095264,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.22851827188708937,0.007053021571389331,0.007053021571389331
0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.6445273397681968,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021631095264,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.22851827188708937,0.007053021571389331,0.007053021571389331
0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140228019105363,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.013140227939169068,0.7503356690758515,0.013140227939169068,0.013140227939169068
0.008175701350642587,0.008175701350642587,0.008175701350642587,0.008175701350642587,0.008175701350642587,0.008175701350642585,0.008175701350642587,0.48968466984916725,0.008175701350642587,0.008175701350642587,0.008175701350642587,0.008175701475441022,0.008175701350642585,0.008175701350642587,0.008175701350642587,0.008175701350642587,0.008175701350642587,0.36315270571446795,0.008175701350642587,0.008175701350642587
0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642568849708,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.013976642462856426,0.7344437930997347,0.013976642462856426,0.013976642462856426
0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.6445273397681968,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021631095264,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.007053021571389331,0.22851827188708937,0.007053021571389331,0.007053021571389331
0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140904429088,0.011920140104935506,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.011920140067299566,0.7735173378465428,0.011920140067299566,0.011920140067299566
0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575821795119455,0.013575821017820741,0.18063011523455347,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.013575820850696337,0.5750051083413651,0.013575820850696337,0.013575820850696337
0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362624564404,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.013431362562828125,0.7448041112445294,0.013431362562828125,0.013431362562828125
0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598689688592,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.012990598684877515,0.7531786249825162,0.012990598684877515,0.012990598684877515
0.010760705331711086,0.010760705331711088,0.010760705331711088,0.010760705331711088,0.010760705331711088,0.010760705331711085,0.010760705331711088,0.010760705331711086,0.010760705331711088,0.010760705331711088,0.010760705331711088,0.2562949150740434,0.010760705331711085,0.010760705331711088,0.010760705331711088,0.010760705331711088,0.010760705331711088,0.5500123889551572,0.010760705331711088,0.010760705331711088
0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184735776377,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.01694184718562918,0.678104903300911,0.01694184718562918,0.01694184718562918
0.013514299178974518,0.013514299178974518,0.013514299178974518,0.013514299178974518,0.013514299178974518,0.013514299178974516,0.013514299178974518,0.013514299178974518,0.013514299178974518,0.013514299178974518,0.013514299178974518,0.15644157692121666,0.013514299178974516,0.013514299178974518,0.013514299178974518,0.013514299178974518,0.013514299178974518,0.6003010378572422,0.013514299178974518,0.013514299178974518
0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.013411307498916735,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.01341130741792982,0.7451851589783466,0.01341130741792982,0.01341130741792982
0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.01369816729929195,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.013698167234696511,0.7397348224761708,0.013698167234696511,0.013698167234696511
0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451109093384,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.015396451049858024,0.7074674299934623,0.015396451049858024,0.015396451049858024
0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861561005693,0.00957386155844545,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.009573861529963599,0.8180966308711677,0.009573861529963599,0.009573861529963599
0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395466782206,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.012301395411546071,0.7662734871253885,0.012301395411546071,0.012301395411546071
0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873257530766,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.013521873103940358,0.7430844108715429,0.013521873103940358,0.013521873103940358
0.00938619356350172,0.00938619356350172,0.00938619356350172,0.00938619356350172,0.00938619356350172,0.22836690489850375,0.00938619356350172,0.009386193563501719,0.00938619356350172,0.00938619356350172,0.00938619356350172,0.00938619358880523,0.009386193563501717,0.00938619356350172,0.00938619356350172,0.00938619356350172,0.00938619356350172,0.602681610933162,0.00938619356350172,0.00938619356350172
0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.01335809059758977,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.013358090559886586,0.7461962793244518,0.013358090559886586,0.013358090559886586
0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.01642918084842494,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.016429180347681784,0.6878455728933031,0.016429180347681784,0.016429180347681784
0.011998186102866513,0.011998186102866518,0.011998186102866518,0.011998186102866517,0.011998186102866517,0.011998186102866506,0.08184436498934936,0.011998186102866511,0.011998186102866518,0.011998186102866517,0.011998186102866517,0.011998186126236581,0.011998186102866504,0.011998186102866518,0.011998186102866517,0.011998186102866517,0.011998186102866518,0.7021882851356831,0.011998186102866518,0.011998186102866518
0.013779994726947903,0.013779994726947903,0.013779994726947903,0.013779994726947903,0.013779994726947903,0.013779994726947901,0.013779994726947903,0.013779994726947901,0.013779994726947903,0.013779994726947903,0.013779994726947903,0.2605612645080275,0.013779994726947901,0.013779994726947903,0.013779994726947903,0.013779994726947903,0.013779994726947903,0.49139883040691024,0.013779994726947903,0.013779994726947903
0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.009198386319779843,0.009198386317349087,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.00919838628192419,0.8252306605701598,0.00919838628192419,0.00919838628192419
0.011305864000096196,0.011305864000096196,0.011305864000096196,0.011305864000096196,0.011305864000096196,0.011305864000096194,0.011305864000096196,0.011305864000096196,0.011305864000096196,0.011305864000096196,0.011305864000096196,0.011305864187321909,0.011305864000096194,0.011305864000096196,0.011305864000096196,0.011305864000096196,0.011305864000096196,0.7851885838109467,0.011305864000096196,0.011305864000096196
0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149424772058,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.014221149002168464,0.7297981685361957,0.014221149002168464,0.014221149002168464
0.008796821791322027,0.008796821791322029,0.008796821791322029,0.008796821791322029,0.008796821791322029,0.008796821791322025,0.008796821791322027,0.008796822016907848,0.008796821791322029,0.008796821791322029,0.008796821791322029,0.008796821826441781,0.00879682181489376,0.008796821791322029,0.008796821791322029,0.008796821791322027,0.008796821791322029,0.8328603856806043,0.008796821791322029,0.008796821791322029
0.1490978629356093,0.013091177393785187,0.013091177393785187,0.013091177393785187,0.013091177393785187,0.013091177393785186,0.013091177393785187,0.013091177393785186,0.013091177393785187,0.013091177393785187,0.013091177393785187,0.01309117742134892,0.013091177393785186,0.013091177393785187,0.013091177393785187,0.013091177393785187,0.013091177393785187,0.6152609439486936,0.013091177393785187,0.013091177393785187
0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.24852268444033543,0.015515202198866145,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.015515202042839443,0.472203678632528,0.015515202042839443,0.015515202042839443
0.01288603058899082,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.01288612605065715,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.012886030813347082,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.01288603058899082,0.755165323123152,0.01288603058899082,0.01288603058899082
0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687462359036,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.02028687456290344,0.6145493832441479,0.02028687456290344,0.02028687456290344
0.014817248531646768,0.01481724853164677,0.01481724853164677,0.01481724853164677,0.01481724853164677,0.014817248531646765,0.01481724853164677,0.014817248531646768,0.01481724853164677,0.01481724853164677,0.01481724853164677,0.014817248572914466,0.014817248531646763,0.01481724853164677,0.01481724853164677,0.01481724853164677,0.01481724853164677,0.7184722778574436,0.01481724853164677,0.01481724853164677
0.012817676515724642,0.012817676515724642,0.012817676515724642,0.14462357904777187,0.012817676515724642,0.01281767651572464,0.012817676515724642,0.012817676515724642,0.012817676515724642,0.012817676515724642,0.012817676515724642,0.012817676557095252,0.01281767651572464,0.012817676515724642,0.012817676515724642,0.012817676515724642,0.012817676515724642,0.6246582436278137,0.012817676515724642,0.012817676515724642
0.2381496926965433,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031869876294,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.015133031757307873,0.4894557355593467,0.015133031757307873,0.015133031757307873
0.009135938236502958,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.5637161604357617,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.00913593842870993,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.009135938236502958,0.27183695111497824,0.009135938236502958,0.009135938236502958
0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352099762775,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.011632352040189564,0.7789853111768252,0.011632352040189564,0.011632352040189564
